Year,Industry_aggregation_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2015,Level 4,Veterinary and Other Professional Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,749,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Dollars (millions),H20,Non-operating expenses,Financial performance,14,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Dollars (millions),H21,Opening stocks,Financial performance,58,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Dollars (millions),H22,Closing stocks,Financial performance,60,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Dollars (millions),H23,Surplus before income tax,Financial performance,173,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Dollars (millions),H24,Total assets,Financial position,790,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Dollars (millions),H25,Current assets,Financial position,350,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Dollars (millions),H26,Fixed tangible assets,Financial position,243,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Dollars (millions),H27,Additions to fixed assets,Financial position,54,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,38,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Dollars (millions),H29,Other assets,Financial position,197,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Dollars (millions),H30,Total equity and liabilities,Financial position,790,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,336,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Dollars (millions),H32,Current liabilities,Financial position,276,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Dollars (millions),H33,Other liabilities,Financial position,178,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Dollars,H34,Total income per employee count,Financial ratios,200300,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Dollars,H35,Surplus per employee count,Financial ratios,25100,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Percentage,H36,Current ratio,Financial ratios,127,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Percentage,H37,Quick ratio,Financial ratios,105,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Percentage,H39,Return on equity,Financial ratios,51,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Percentage,H40,Return on total assets,Financial ratios,22,ANZSIC06 groups M697 and M699
2015,Level 4,Veterinary and Other Professional Services,Percentage,H41,Liabilities structure,Financial ratios,43,ANZSIC06 groups M697 and M699
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H01,Total income,Financial performance,6998,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H04,Sales of goods and services,Financial performance,6882,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,66,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,15,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H07,Non-operating income,Financial performance,34,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H08,Total expenditure,Financial performance,6432,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H09,Interest and donations,Financial performance,27,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H10,Indirect taxes,Financial performance,15,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H11,Depreciation,Financial performance,150,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,2801,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H13,Redundancy and severance,Financial performance,4,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,3379,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H20,Non-operating expenses,Financial performance,60,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H21,Opening stocks,Financial performance,44,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H22,Closing stocks,Financial performance,47,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H23,Surplus before income tax,Financial performance,569,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H24,Total assets,Financial position,4202,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H25,Current assets,Financial position,2892,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H26,Fixed tangible assets,Financial position,428,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H27,Additions to fixed assets,Financial position,197,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,43,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H29,Other assets,Financial position,883,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H30,Total equity and liabilities,Financial position,4202,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1720,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H32,Current liabilities,Financial position,1947,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars (millions),H33,Other liabilities,Financial position,536,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars,H34,Total income per employee count,Financial ratios,249200,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Dollars,H35,Surplus per employee count,Financial ratios,20300,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Percentage,H36,Current ratio,Financial ratios,149,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Percentage,H37,Quick ratio,Financial ratios,146,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Percentage,H39,Return on equity,Financial ratios,33,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Percentage,H40,Return on total assets,Financial ratios,14,ANZSIC06 group M700
2015,Level 4,Computer System Design and Related Services,Percentage,H41,Liabilities structure,Financial ratios,41,ANZSIC06 group M700
2015,Level 3,Administrative and Support Services,Dollars (millions),H01,Total income,Financial performance,9061,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H04,Sales of goods and services,Financial performance,8760,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,167,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,50,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H07,Non-operating income,Financial performance,84,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H08,Total expenditure,Financial performance,8410,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H09,Interest and donations,Financial performance,122,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H10,Indirect taxes,Financial performance,24,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H11,Depreciation,Financial performance,220,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,3386,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H13,Redundancy and severance,Financial performance,5,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,4489,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H20,Non-operating expenses,Financial performance,170,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H21,Opening stocks,Financial performance,100,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H22,Closing stocks,Financial performance,106,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H23,Surplus before income tax,Financial performance,657,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H24,Total assets,Financial position,7643,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H25,Current assets,Financial position,3243,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H26,Fixed tangible assets,Financial position,2165,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H27,Additions to fixed assets,Financial position,460,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,136,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H29,Other assets,Financial position,2235,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H30,Total equity and liabilities,Financial position,7643,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,3230,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H32,Current liabilities,Financial position,2744,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars (millions),H33,Other liabilities,Financial position,1669,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars,H34,Total income per employee count,Financial ratios,89800,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Dollars,H35,Surplus per employee count,Financial ratios,6500,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Percentage,H36,Current ratio,Financial ratios,118,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Percentage,H37,Quick ratio,Financial ratios,114,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Percentage,H39,Return on equity,Financial ratios,20,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Percentage,H40,Return on total assets,Financial ratios,9,ANZSIC06 division N
2015,Level 3,Administrative and Support Services,Percentage,H41,Liabilities structure,Financial ratios,42,ANZSIC06 division N
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H01,Total income,Financial performance,767,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H04,Sales of goods and services,Financial performance,747,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,15,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H07,Non-operating income,Financial performance,6,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H08,Total expenditure,Financial performance,725,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H09,Interest and donations,Financial performance,6,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H10,Indirect taxes,Financial performance,3,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H11,Depreciation,Financial performance,22,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,342,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,341,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H20,Non-operating expenses,Financial performance,11,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H21,Opening stocks,Financial performance,4,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H22,Closing stocks,Financial performance,4,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H23,Surplus before income tax,Financial performance,42,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H24,Total assets,Financial position,822,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H25,Current assets,Financial position,591,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H26,Fixed tangible assets,Financial position,103,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H27,Additions to fixed assets,Financial position,36,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,6,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H29,Other assets,Financial position,128,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H30,Total equity and liabilities,Financial position,822,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,197,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H32,Current liabilities,Financial position,551,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars (millions),H33,Other liabilities,Financial position,73,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars,H34,Total income per employee count,Financial ratios,122500,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Dollars,H35,Surplus per employee count,Financial ratios,6700,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Percentage,H36,Current ratio,Financial ratios,107,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Percentage,H37,Quick ratio,Financial ratios,107,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Percentage,H39,Return on equity,Financial ratios,21,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Percentage,H40,Return on total assets,Financial ratios,5,ANZSIC06 group N722
2015,Level 4,Travel Agency and Tour Arrangement Services,Percentage,H41,Liabilities structure,Financial ratios,24,ANZSIC06 group N722
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H01,Total income,Financial performance,5382,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H04,Sales of goods and services,Financial performance,5134,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,145,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,45,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H07,Non-operating income,Financial performance,59,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H08,Total expenditure,Financial performance,5022,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H09,Interest and donations,Financial performance,87,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H10,Indirect taxes,Financial performance,13,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H11,Depreciation,Financial performance,108,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,2004,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H13,Redundancy and severance,Financial performance,5,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,2670,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H20,Non-operating expenses,Financial performance,140,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H21,Opening stocks,Financial performance,38,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H22,Closing stocks,Financial performance,41,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H23,Surplus before income tax,Financial performance,363,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H24,Total assets,Financial position,4889,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H25,Current assets,Financial position,1934,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H26,Fixed tangible assets,Financial position,1239,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H27,Additions to fixed assets,Financial position,240,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,77,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H29,Other assets,Financial position,1716,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H30,Total equity and liabilities,Financial position,4888,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,2345,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H32,Current liabilities,Financial position,1565,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars (millions),H33,Other liabilities,Financial position,979,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars,H34,Total income per employee count,Financial ratios,90700,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Dollars,H35,Surplus per employee count,Financial ratios,6100,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Percentage,H36,Current ratio,Financial ratios,124,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Percentage,H37,Quick ratio,Financial ratios,121,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Percentage,H39,Return on equity,Financial ratios,15,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Percentage,H40,Return on total assets,Financial ratios,7,ANZSIC06 groups N721 and N729
2015,Level 4,Employment and Other Administrative Services,Percentage,H41,Liabilities structure,Financial ratios,48,ANZSIC06 groups N721 and N729
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H01,Total income,Financial performance,2911,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H04,Sales of goods and services,Financial performance,2880,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,7,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,5,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H07,Non-operating income,Financial performance,19,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H08,Total expenditure,Financial performance,2663,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H09,Interest and donations,Financial performance,30,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H10,Indirect taxes,Financial performance,8,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H11,Depreciation,Financial performance,90,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H12,Salaries and wages paid,Financial performance,1040,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,1478,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H20,Non-operating expenses,Financial performance,18,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H21,Opening stocks,Financial performance,58,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H22,Closing stocks,Financial performance,62,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H23,Surplus before income tax,Financial performance,252,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H24,Total assets,Financial position,1933,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H25,Current assets,Financial position,719,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H26,Fixed tangible assets,Financial position,823,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H27,Additions to fixed assets,Financial position,184,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H28,Disposals of fixed assets,Financial position,54,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H29,Other assets,Financial position,391,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H30,Total equity and liabilities,Financial position,1933,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,688,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H32,Current liabilities,Financial position,628,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars (millions),H33,Other liabilities,Financial position,616,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars,H34,Total income per employee count,Financial ratios,82500,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Dollars,H35,Surplus per employee count,Financial ratios,7100,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Percentage,H36,Current ratio,Financial ratios,114,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Percentage,H37,Quick ratio,Financial ratios,105,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Percentage,H39,Return on equity,Financial ratios,37,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Percentage,H40,Return on total assets,Financial ratios,13,ANZSIC06 groups N731 and N732
2015,Level 4,"Building Cleaning, Pest Control and Other Support Services",Percentage,H41,Liabilities structure,Financial ratios,36,ANZSIC06 groups N731 and N732
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H01,Total income,Financial performance,1222,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H04,Sales of goods and services,Financial performance,1211,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H07,Non-operating income,Financial performance,C,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H08,Total expenditure,Financial performance,1125,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H09,Interest and donations,Financial performance,35,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H10,Indirect taxes,Financial performance,5,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H11,Depreciation,Financial performance,35,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H12,Salaries and wages paid,Financial performance,531,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H13,Redundancy and severance,Financial performance,1,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,516,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H20,Non-operating expenses,Financial performance,3,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H21,Opening stocks,Financial performance,15,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H22,Closing stocks,Financial performance,16,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H23,Surplus before income tax,Financial performance,98,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H24,Total assets,Financial position,1081,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H25,Current assets,Financial position,392,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H26,Fixed tangible assets,Financial position,156,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H27,Additions to fixed assets,Financial position,42,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
2015,Level 1,"Public Order, Safety and Regulatory Services",Dollars (millions),H28,Disposals of fixed assets,Financial position,15,"ANZSIC06 division O (excluding classes O751, O752, O753, O754, O755, O760, and O7711)"
